name,designer,year,loa,lwl,beam,draft,disp,ballast,sa,typekeel,typerig,SA/DISP,DISP/LWL,COMFORT,CAPSIZE RISK,Vm/Vh,L/B,ROLL ACEL.,V  HULL,PERIOD,P/B,,,,,,,,,,,,,,,,,,,,,,,,
FREEDOM 32,PEDRICK,1960,32.0,25.8,12.3,,9000,3420,500,,FREESTANDING MAST,18.55,234,17.8,2.29,1.14,2.60,0.24838,6.81,2.0,3.24,,,,,,,,,,,,,,,,,,,,,,,,
FREEDOM 35,PEDRICK,1980,35.3,29.9,12.0,4.5,15000,4630,740,,SLOOP,19.54,251,26.9,1.88,1.14,2.94,0.10683,7.33,3.0,4.91,,,,,,,,,,,,,,,,,,,,,,,,
FREEDOM 36,PEDRICK,1985,36.4,30.7,12.5,4.5,14370,6000,685,,SLOOP,18.61,222,23.7,1.99,1.13,2.91,0.13922,7.42,2.7,4.33,,,,,,,,,,,,,,,,,,,,,,,,
FREEDOM 40/40,PEDRICK,1995,40.4,35.1,13.5,6.9,23713,9693,1026,,CAT,19.97,245,31.2,1.82,1.14,2.99,0.09157,7.94,3.5,5.41,,,,,,,,,,,,,,,,,,,,,,,,
FREEDOM 45,PEDRICK,1973,44.5,34.5,13.5,4.9,27500,9500,955,FIN,CAT KETCH,16.84,299,35.4,1.73,1.07,3.30,0.07011,7.87,4.0,6.18,,,,,,,,,,,,,,,,,,,,,,,,
FREEDOM 45 AFT COCKPIT,MULL,1967,44.4,34.4,13.5,6.5,22992,9500,990,MONO FIN,SLOOP,19.67,252,29.7,1.84,1.13,3.29,0.09703,7.86,3.4,5.25,,,,,,,,,,,,,,,,,,,,,,,,
FRERS 38,FRERS,1992,38.5,30.1,12.8,7.0,13000,5900,735,,SLOOP,21.35,213,20.7,2.11,1.18,3.01,0.18176,7.35,2.4,3.81,,,,,,,,,,,,,,,,,,,,,,,,
FRERS 45,FRERS,1990,45.0,35.0,13.9,8.2,23500,9600,976,,SLOOP,19.11,245,28.7,1.88,1.12,3.24,0.10693,7.93,3.3,5.02,,,,,,,,,,,,,,,,,,,,,,,,
FREYA 39,HALVORSEN,1984,39.3,33.7,11.3,6.0,24000,10000,744,FULL KEEL,CUTTER,14.36,280,41.5,1.52,1.02,3.48,0.04014,7.78,4.7,7.93,,,,,,,,,,,,,,,,,,,,,,,,
FRYCO 47,FRY,1990,47.0,41.0,14.7,5.3,39000,14500,1029,,KETCH,14.38,253,39.3,1.68,1.01,3.20,0.06456,8.58,4.4,6.51,,,,,,,,,,,,,,,,,,,,,,,,
GALE FORCE 40,KAISER,1977,42.9,40.9,14.0,4.5,34600,8000,900,,SLOOP,13.62,226,38.3,1.66,0.99,3.06,0.06662,8.57,4.2,6.37,,,,,,,,,,,,,,,,,,,,,,,,
Garden 131,GARDEN,1972,131.3,120.0,26.3,9.5,335000,95000,6700,,,22.35,87,54.0,1.47,1.10,4.99,0.05080,14.68,7.0,7.75,,,,,,,,,,,,,,,,,,,,,,,,
GEORGIA,SCANU,1988,159.0,134.5,34.0,0.5,752000,,37380,"FIN KEEL, CENTERBOARDER",SLOOP (WORLDS BIGGEST) 200' MAST,72.78,138,74.9,1.45,1.59,4.68,0.03999,15.54,9.1,8.86,,,,,,,,,,,,,,,,,,,,,,,,
GIBSEA 362,JOUBERT,1994,35.8,29.2,11.7,5.8,11000,3086,564,,SLOOP,18.31,197,20.6,2.04,1.13,3.06,0.16136,7.24,2.4,3.98,,,,,,,,,,,,,,,,,,,,,,,,
GIBSEA 392,JOUBERT,1970,39.0,32.0,12.8,6.8,16500,5500,659,,SLOOP,16.33,225,25.1,1.95,1.07,3.05,0.12449,7.58,2.9,4.60,,,,,,,,,,,,,,,,,,,,,,,,
GIBSEA 472,JOUBERT,1988,46.6,39.4,14.0,6.6,26000,8900,1207,,SLOOP,22.09,190,28.8,1.83,1.17,3.33,0.10165,8.41,3.4,5.16,,,,,,,,,,,,,,,,,,,,,,,,
GLASS SLIPPER,VAN DE STADT,1974,48.8,35.4,12.8,6.1,29000,10000,942,,CUTTER,16.03,292,38.1,1.61,1.05,3.81,0.05170,7.97,4.5,7.14,,,,,,,,,,,,,,,,,,,,,,,,
GLEN-L 36,HANKINSON,1980,36.0,30.0,12.1,5.0,16500,6500,711,,SLOOP,17.62,273,29.0,1.84,1.10,2.98,0.09494,7.34,3.2,5.22,,,,,,,,,,,,,,,,,,,,,,,,
GODERICH 37,BREWER,1993,37.0,30.2,11.6,5.5,20975,6200,670,MONO STEEL LONG,CUTTER,14.15,340,38.4,1.63,1.02,3.19,0.05208,7.36,4.2,7.00,,,,,,,,,,,,,,,,,,,,,,,,
GOLD RUSH,SCHUMACHER,1978,26.0,20.9,8.0,4.3,3800,1634,294,FIN KEEL,FRACTIONAL SLOOP,19.37,186,16.4,1.98,1.19,3.25,0.13354,6.13,2.0,4.01,,,,,,,,,,,,,,,,,,,,,,,,
GOZZARD 31,GOZZARD,1996,36.1,26.0,11.0,4.3,10500,4600,607,,SLOOP,20.32,267,22.9,1.94,1.17,3.28,0.11723,6.83,2.7,4.62,,,,,,,,,,,,,,,,,,,,,,,,
GOZZARD 36,GOZZARD,1993,42.0,29.5,12.0,4.5,18150,6850,891,,CUTTER,20.72,316,30.8,1.77,1.16,3.50,0.07419,7.28,3.6,5.90,,,,,,,,,,,,,,,,,,,,,,,,
GOZZARD 44,GOZZARD,1992,44.0,37.3,14.0,5.3,28000,11700,1152,CUT AWAY KEEL,CUTTER,20.07,241,32.8,1.78,1.13,3.14,0.08584,8.18,3.7,5.61,,,,,,,,,,,,,,,,,,,,,,,,
Gozzard 44,,1970,44.0,37.3,14.0,5.3,30500,11700,1152,,,18.96,263,35.7,1.73,1.11,3.14,0.07345,8.18,4.0,6.07,,,,,,,,,,,,,,,,,,,,,,,,
GRAND SOLEIL 37,J&J,1982,38.1,30.0,12.4,6.6,14111,5071,675,FIN KEEL,SLOOP,18.56,233,23.5,1.99,1.13,3.07,0.13775,7.34,2.7,4.35,,,,,,,,,,,,,,,,,,,,,,,,
GRAND SOLEIL 50,PETERSON,1995,50.1,40.3,14.1,7.4,31420,9481,1130,FIN,SLOOP,18.23,214,33.1,1.73,1.09,3.55,0.07796,8.51,3.9,5.89,,,,,,,,,,,,,,,,,,,,,,,,
GRAY WOLF,MARTIN,1996,40.0,36.5,12.8,7.5,13500,4500+2240 H2O,900,,SLOOP,25.49,124,18.6,2.08,1.25,3.13,0.19791,8.10,2.3,3.65,,,,,,,,,,,,,,,,,,,,,,,,
GREAT HARBOR 26,COOK,1983,26.0,20.5,7.9,5.0,3625,1494,303,LIFTING KEEL,FRACTIONAL SLOOP,20.60,188,16.1,1.99,1.21,3.29,0.13087,6.07,2.0,4.04,,,,,,,,,,,,,,,,,,,,,,,,
GRENADA 24,HOLTROP,1984,24.3,21.0,8.0,2.0,3600,1200,260,WATER BALLAST,SLOOP,17.76,174,15.9,2.02,1.15,3.04,0.14796,6.14,1.9,3.81,,,,,,,,,,,,,,,,,,,,,,,,
GRENADA 31,HOLTROP,1992,32.0,29.9,12.0,4.0,11500,4800,504,"Bilge  Keel, water ballast",sloop,15.88,192,21.3,2.06,1.08,2.67,0.16692,7.33,2.4,3.93,,,,,,,,,,,,,,,,,,,,,,,,
GRENADA 44,HOLTROP,1973,44.0,36.3,16.0,5.0,21460,6000,750,WATER BALLAST,SLOOP,15.60,200,21.4,2.23,1.05,2.75,0.24111,8.07,2.4,3.40,,,,,,,,,,,,,,,,,,,,,,,,
Gudrun,,1989,52.5,38.6,13.1,7.8,33000,0,1131,,,17.66,256,38.8,1.58,1.08,4.01,0.05099,8.33,4.6,7.21,,,,,,,,,,,,,,,,,,,,,,,,
GULF 39, ,1961,38.9,33.5,12.0,5.1,16800,7000,600,,SLOOP,14.69,199,27.0,1.81,1.04,3.24,0.10005,7.76,3.1,5.08,,,,,,,,,,,,,,,,,,,,,,,,
GULF PILOT HOUSE,GARDNER,1982,32.0,25.5,9.5,5.2,15000,,432,motor sailor,sloop,11.41,404,42.1,1.49,0.96,3.37,0.03282,6.77,4.6,8.47,,,,,,,,,,,,,,,,,,,,,,,,
GULF STAR 50,LAZZARIUS,1990,50.0,42.0,12.8,6.0,33000,15000,990,FIN KEEL,KETCH,15.46,199,38.5,1.54,1.04,3.91,0.04948,8.68,4.6,7.30,,,,,,,,,,,,,,,,,,,,,,,,
GULFSTAR 37,LAZARRA,1998,37.0,32.0,11.8,4.8,19500,8000,614,,SLOOP,13.61,266,33.6,1.70,1.01,3.14,0.06510,7.58,3.8,6.28,,,,,,,,,,,,,,,,,,,,,,,,
GULFSTAR 41,LAZARRA,1966,44.0,41.0,12.0,5.6,22000,8000,669,FIN SKEG,SLOOP,13.69,143,29.6,1.66,1.01,3.67,0.07419,8.58,3.6,5.90,,,,,,,,,,,,,,,,,,,,,,,,
GULFSTAR 43,LAZARRA,1994,42.6,33.0,11.8,5.0,23000,8000,691,,SLOOP,13.72,286,37.0,1.61,1.00,3.61,0.05084,7.70,4.3,7.10,,,,,,,,,,,,,,,,,,,,,,,,
H12.5,HERRESHOFF,1986,15.8,12.5,5.9,2.4,1350,554,140,,GAFF-SLOOP,18.38,309,14.5,2.06,1.20,2.68,0.10720,4.74,1.7,3.97,,,,,,,,,,,,,,,,,,,,,,,,
H-26,HERRESHOFF,2000,26.3,22.2,9.0,3.1,6500,3000,360,FULL KEEL,,16.59,265,23.0,1.87,1.11,2.92,0.09482,6.31,2.6,4.92,,,,,,,,,,,,,,,,,,,,,,,,
HALLBERG-RASSY 31,FRERS,1985,31.3,25.3,10.0,5.6,9930,4415,493,FIN + BULB,SLOOP,17.13,274,26.4,1.80,1.11,3.13,0.08309,6.74,3.0,5.38,,,,,,,,,,,,,,,,,,,,,,,,
HALLBERG-RASSY 34,,1997,33.8,30.8,11.3,6.0,11660,4620,592,MONO,SLOOP,18.48,178,22.5,1.93,1.13,2.99,0.13117,7.44,2.6,4.39,,,,,,,,,,,,,,,,,,,,,,,,
HALLBERG-RASSY 352,RASSY/ENDERLEIN,1999,34.5,28.5,11.1,5.5,14770,7500,688,,SLOOP,18.35,285,30.5,1.75,1.12,3.11,0.07485,7.15,3.4,5.79,,,,,,,,,,,,,,,,,,,,,,,,
HALLBERG-RASSY 36,FRERS,1963,35.8,28.6,11.8,5.5,16534,7496,678,,SLOOP,16.78,316,31.0,1.79,1.08,3.03,0.08132,7.17,3.4,5.62,,,,,,,,,,,,,,,,,,,,,,,,
HALLBERG-RASSY 39,FRERS,1980,38.9,30.5,12.3,6.1,22400,8960,807,,SLOOP,16.31,352,37.1,1.69,1.07,3.16,0.05910,7.40,4.1,6.63,,,,,,,,,,,,,,,,,,,,,,,,
HALLBERG-RASSY 42,FRERS,1970,43.4,33.9,12.9,6.6,27940,10340,957,,SLOOP,16.70,320,39.0,1.65,1.07,3.36,0.05463,7.80,4.4,6.95,,,,,,,,,,,,,,,,,,,,,,,,
HALLBERG-RASSY 46,FRERS,1963,48.5,39.1,14.3,6.1,35840,14336,1076,,SLOOP,15.90,268,38.2,1.68,1.04,3.39,0.06529,8.38,4.3,6.45,,,,,,,,,,,,,,,,,,,,,,,,
HALLBERG-RASSY 49,RASSY/ENDERLEIN,1975,49.0,41.0,14.5,7.2,39700,17900,1190,FULL KEEL,,16.43,257,40.2,1.65,1.05,3.38,0.06067,8.58,4.5,6.71,,,,,,,,,,,,,,,,,,,,,,,,
HALLBERG-RASSY 53,FRERS,1979,54.0,43.7,15.3,7.5,50775,19900,1407,FIN + BULB,SLOOP,16.49,272,44.4,1.60,1.04,3.53,0.05256,8.86,5.0,7.25,,,,,,,,,,,,,,,,,,,,,,,,
HALLBERG-RASSY 62,FRERS,1977,61.9,56.2,16.9,8.2,66000,22000,1894,,SLOOP,18.64,166,40.8,1.62,1.08,3.66,0.06445,10.05,4.8,6.63,,,,,,,,,,,,,,,,,,,,,,,,
HAMPTON 43,,1998,42.5,35.6,12.1,5.0,34810,10043,1141,,,17.20,344,51.6,1.43,1.07,3.51,0.02992,8.00,5.7,9.30,,,,,,,,,,,,,,,,,,,,,,,,
HAMPTON 53-C,,1964,52.5,44.2,14.0,7.0,41850,16742,1307,FIN KEEL,SLOOP,17.42,216,41.2,1.56,1.07,3.75,0.05100,8.91,4.8,7.28,,,,,,,,,,,,,,,,,,,,,,,,
HAMPTON 56,,1988,55.5,42.5,15.8,7.7,47300,10500,1554,,,19.09,275,39.9,1.69,1.10,3.51,0.06462,8.74,4.6,6.57,,,,,,,,,,,,,,,,,,,,,,,,
HAMPTON 68,,1979,68.0,56.0,16.1,8.5,77000,22000,2270,,,20.16,196,49.3,1.47,1.10,4.22,0.04020,10.03,5.9,8.34,,,,,,,,,,,,,,,,,,,,,,,,
HANS CHRISTIAN 33,,1973,42.5,29.3,11.7,5.5,18500,6800,439,FULL KEEL,CUTTER,10.08,328,32.5,1.71,0.91,3.63,0.06436,7.25,3.8,6.30,,,,,,,,,,,,,,,,,,,,,,,,
Hans Christian 38 Mk II,,1976,44.0,33.0,12.3,6.0,27500,10300,915,full keel,cutter,16.13,342,41.4,1.58,1.05,3.58,0.04498,7.70,4.7,7.60,,,,,,,,,,,,,,,,,,,,,,,,
HANS CHRISTIAN 38 MKII,IVES,1960,44.0,33.0,12.3,6.0,26500,9800,915,full keel,CUTTER       ,16.54,329,39.9,1.60,1.06,3.58,0.04906,7.70,4.5,7.28,,,,,,,,,,,,,,,,,,,,,,,,
HANS CHRISTIAN 48,KIWI,1989,48.0,40.3,13.5,6.0,29883,11890,980,,KETCH,16.35,204,33.9,1.68,1.06,3.56,0.07011,8.51,4.0,6.18,,,,,,,,,,,,,,,,,,,,,,,,
HARBOR 20,SCHOCK,1981,20.0,17.2,7.0,3.5,1900,800,232,,SLOOP,24.25,167,12.2,2.19,1.30,2.86,0.18992,5.56,1.5,3.22,,,,,,,,,,,,,,,,,,,,,,,,
Hargrave 160,HARGRAVE,1986,160.0,137.5,30.0,12.0,458000,201600,7246,,,19.63,79,53.0,1.51,1.04,5.33,0.05887,15.71,7.0,7.25,,,,,,,,,,,,,,,,,,,,,,,,
HC 33 T,IVES,1968,32.8,29.5,11.8,5.6,18430,6812,878,,CUTTER       ,20.21,320,34.9,1.73,1.15,2.78,0.06867,7.28,3.7,6.11,,,,,,,,,,,,,,,,,,,,,,,,
HC 38 T,IVES,1967,45.6,33.1,12.5,5.9,26500,9501,1137,,CUTTER       ,20.55,326,38.5,1.62,1.14,3.65,0.05242,7.71,4.4,7.06,,,,,,,,,,,,,,,,,,,,,,,,
HC 41 T,SPRAGUE,1961,41.9,35.8,13.3,6.4,35501,12300,1148,,CUTTER       ,17.08,345,46.5,1.57,1.07,3.15,0.04401,8.02,5.0,7.78,,,,,,,,,,,,,,,,,,,,,,,,
HEDONISTE 44,IBOLD,1965,43.5,32.8,12.5,5.7,28345,8819,961,STEEL,KETCH        ,16.61,359,42.1,1.59,1.07,3.48,0.04594,7.67,4.7,7.54,,,,,,,,,,,,,,,,,,,,,,,,
HERITAGE 37 MK II,HOLMAN,1998,37.0,31.2,12.0,5.3,15582,5609,762,,SLOOP,19.61,229,26.7,1.86,1.15,3.08,0.10005,7.48,3.1,5.08,,,,,,,,,,,,,,,,,,,,,,,,
HERRESHOFF 31,HERRESHOFF,1968,30.9,28.0,10.7,4.0,7560,3350,466,FIN KEEL,CAT KETCH,19.42,154,17.2,2.11,1.16,2.89,0.20565,7.09,2.0,3.47,,,,,,,,,,,,,,,,,,,,,,,,
HERRESHOFF AMERICA,HERRESHOFF,1964,18.2,17.8,8.0,20 / 48,2500,,250,CAT BOAT,GAFF,21.77,198,13.5,2.28,1.25,2.28,0.23740,5.65,1.5,3.01,,,,,,,,,,,,,,,,,,,,,,,,
HERRESHOFF DOUBLE-ENDER 44,HERRESHOFF,1960,44.2,38.0,11.2,5.7,33000,9400,1025,,CUTTER,16.01,268,51.2,1.35,1.05,3.95,0.02517,8.26,5.9,10.00,,,,,,,,,,,,,,,,,,,,,,,,
HIGH PERFORMANCE SLOOP,SPONBERG,1990,44.0,42.6,10.6,8.0,5062,,969,"FIN KEEL, LIFTING BALLAST",FRACTIONAL SLOOP,52.74,29,7.8,2.39,1.64,4.15,0.56382,8.75,1.2,2.09,,,,,,,,,,,,,,,,,,,,,,,,
HINCKLEY 42,McCURDY & RHODES,1995,42.8,31.2,12.5,7.0,24000,8500,818,,SLOOP,15.79,353,37.0,1.68,1.05,3.42,0.05753,7.48,4.2,6.74,,,,,,,,,,,,,,,,,,,,,,,,
HINCKLEY 70,KING,1993,70.2,52.3,17.5,6.5,90000,34000,2295,,CUTTER,18.37,281,53.4,1.51,1.07,4.01,0.04030,9.69,6.2,8.41,,,,,,,,,,,,,,,,,,,,,,,,
HINCKLEY BERMUDA 40,TRIPP,1985,40.9,28.9,11.8,4.2,20000,6500,727,CB,SLOOP,15.85,370,35.5,1.68,1.06,3.47,0.05876,7.20,4.0,6.61,,,,,,,,,,,,,,,,,,,,,,,,
Hinckley Sou'wester 51,,1985,51.2,37.5,14.0,5.8,40000,14600,1128,,,15.50,339,44.2,1.58,1.03,3.66,0.04700,8.21,5.0,7.58,,,,,,,,,,,,,,,,,,,,,,,,
HINCKLEY SOU'WS 59,RHODES-HINCKLEY,1996,59.2,44.1,15.5,6.5,63000,23250,1548,CB,SLOOP,15.72,328,52.0,1.51,1.02,3.82,0.03836,8.90,5.9,8.50,,,,,,,,,,,,,,,,,,,,,,,,
Hinckley Swr 42 Mk II,,1969,42.8,31.3,12.5,7.0,23500,9000,826,,,16.17,342,36.2,1.69,1.06,3.42,0.06037,7.50,4.1,6.58,,,,,,,,,,,,,,,,,,,,,,,,
HJB CUMULANT 36,VAN DUYN,1963,36.3,30.0,10.8,5.8,19401,7496,786,STEEL,SLOOP,17.48,321,39.5,1.56,1.09,3.36,0.04304,7.34,4.4,7.60,,,,,,,,,,,,,,,,,,,,,,,,
HJB CUMULANT 38,VAN DE STADT,1984,37.9,31.2,12.0,6.1,20944,7716,861,STEEL,SLOOP,18.20,308,35.6,1.68,1.11,3.16,0.06321,7.48,3.9,6.39,,,,,,,,,,,,,,,,,,,,,,,,
HJB CUMULANT 41,VAN DE STADT,1979,41.0,33.1,13.5,6.5,24251,7716,1023,CB STEEL,CUTTER       ,19.61,299,33.0,1.80,1.13,3.04,0.08194,7.71,3.7,5.71,,,,,,,,,,,,,,,,,,,,,,,,
HOBIE 33,ALTER,1964,33.0,30.5,8.0,5.5,4000,1800,427,MONO FIN SPADE,SLOOP/FRACT,27.19,63,12.4,1.95,1.33,4.13,0.18483,7.40,1.7,3.41,,,,,,,,,,,,,,,,,,,,,,,,
HOLLAND 43,HOLLAND,1975,42.7,33.9,13.0,6.7,23780,9390,860,,SLOOP,16.71,272,33.0,1.75,1.07,3.28,0.07398,7.80,3.8,5.98,,,,,,,,,,,,,,,,,,,,,,,,
HORIZON 26,PAYNE,1998,25.9,22.9,8.0,2.1,4225,1500,267,LONG SHOAL KEEL,SLOOP,16.39,157,17.2,1.91,1.12,3.24,0.12112,6.41,2.1,4.21,,,,,,,,,,,,,,,,,,,,,,,,
HORIZON 39,BORGE,1960,39.0,29.7,11.3,4.0,18500,7500,719,"LONG FIN, SKEG, CB",CUTTER,16.51,315,34.8,1.65,1.08,3.45,0.05542,7.30,4.0,6.75,,,,,,,,,,,,,,,,,,,,,,,,
HORIZON 39  (with keel extension),BORGE,1985,39.0,29.8,11.3,5.7,19900,8800,719,"LONG FIN, SKEG",CUTTER,15.73,336,37.4,1.61,1.06,3.45,0.05027,7.31,4.2,7.09,,,,,,,,,,,,,,,,,,,,,,,,
HR 312,RASSY,1989,30.9,25.3,10.1,5.3,10803,4850,522,,SLOOP,17.15,298,28.4,1.77,1.11,3.06,0.07407,6.74,3.2,5.71,,,,,,,,,,,,,,,,,,,,,,,,
HR 382,RASSY,1999,38.7,31.5,12.1,6.0,19842,8598,719,,SLOOP,15.76,283,32.9,1.73,1.06,3.20,0.07101,7.52,3.7,6.04,,,,,,,,,,,,,,,,,,,,,,,,
HUGHES 38 MK I & II,S&S,1966,37.9,27.0,10.1,5.0,12700,6400,601,MONO,SLOOP,17.73,288,29.8,1.67,1.11,3.75,0.05853,6.96,3.6,6.43,,,,,,,,,,,,,,,,,,,,,,,,
HUGHES 40,S&S,1966,40.0,31.0,13.3,4.7,28000,11480,786,FIN,KETCH,13.69,420,40.9,1.69,1.00,3.01,0.05684,7.46,4.4,6.85,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER  19,HUNTER DESIGN,1975,19.0,16.7,7.8,4.5,2100,550,163,,SLOOP,15.94,201,12.1,2.36,1.13,2.44,0.26162,5.48,1.4,2.84,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER (UK) CHANNEL 323,,1993,32.3,27.3,10.2,4.3,10110,4202,435,MONO,SLOOP,14.94,222,24.6,1.82,1.06,3.17,0.09146,7.00,2.9,5.15,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 23.5,HUNTER DESIGN,1982,23.7,21.4,8.3,1.5,3000,1000,236,,SLOOP,18.20,137,12.5,2.23,1.17,2.86,0.25164,6.20,1.5,2.95,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 240,HUNTER DESIGN,1984,24.1,22.1,8.2,1.5,3600,1300,236,"WATER BALLAST, CB",SLOOP,16.12,149,14.9,2.07,1.12,2.94,0.17145,6.30,1.8,3.57,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 26,HUNTER DESIGN,2000,25.8,23.1,8.9,6.0,5000,2000,290,,SLOOP,15.91,181,17.6,2.01,1.10,2.90,0.14292,6.44,2.1,3.99,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 260 KEEL,HUNTER DESIGN,1993,25.8,23.1,8.9,1.6,5000,2000,290,SWING KEEL,SLOOP,15.91,181,17.6,2.01,1.10,2.90,0.14292,6.44,2.1,3.99,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 27,HUNTER DESIGN/CHERUBIN,1974,27.3,22.0,9.3,3.3,7000,3300,362,FIN,SLOOP,15.88,293,23.5,1.88,1.09,2.94,0.09232,6.29,2.7,5.02,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 280,HUNTER DESIGN,1997,27.8,23.5,9.5,5.0,6200,2050,380,,SLOOP,18.07,213,19.3,2.00,1.14,2.93,0.14347,6.50,2.2,4.05,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 29.5,HUNTER DESIGN,1993,29.5,27.0,10.5,4.0,8000,2680,406,,SLOOP,16.29,181,19.4,2.03,1.10,2.81,0.16554,6.96,2.2,3.85,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 290,HUNTER DESIGN,1987,28.6,26.9,10.8,5.3,7400,2550,350,FIN,SLOOP,14.79,170,17.5,2.14,1.06,2.65,0.20832,6.95,2.0,3.45,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 30,HUNTER DESIGN,1972,30.1,25.9,11.0,4.3,9500,3800,433,FIN,SLOOP,15.50,244,22.2,2.01,1.07,2.74,0.13674,6.82,2.5,4.28,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 310,HUNTER DESIGN,1960,30.2,28.0,10.9,5.5,8500,3000,455,,SLOOP,17.54,173,19.0,2.07,1.12,2.77,0.17437,7.09,2.2,3.78,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 323F,HUNTER DESIGN,1970,32.3,27.2,10.2,5.7,10071,4211,435,MONO FIN SPADE,SLOOP/FRACT,14.97,223,24.6,1.83,1.06,3.17,0.09811,6.99,2.8,4.97,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 336,HUNTER DESIGN,1999,33.5,28.6,11.8,4.5,11030,4100,575,,SLOOP,18.63,210,21.2,2.05,1.14,2.84,0.16321,7.17,2.4,3.96,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 340,HUNTER DESIGN,1987,33.8,28.7,11.7,6.0,11030,4100,599,,SLOOP,19.41,208,21.3,2.03,1.15,2.89,0.16136,7.18,2.4,3.98,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 35.5,HUNTER DESIGN,1997,35.6,29.9,11.8,4.5,13000,4800,671,,SLOOP,19.49,217,23.7,1.94,1.15,3.02,0.12896,7.33,2.7,4.46,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 356,,1997,35.5,34.5,12.0,6.0,13900,5023,721,BULB / KEEL,SLOOP,20.03,151,22.6,1.93,1.16,2.96,0.14223,7.87,2.6,4.26,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 37 CUTTER,HUNTER DESIGN,1984,37.0,30.0,11.9,5.1,17800,7100,710,FIN KEEL,CUTTER,16.73,294,31.7,1.76,1.08,3.11,0.07761,7.34,3.5,5.76,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 37.5,HUNTER DESIGN,1967,37.5,31.8,12.9,4.9,16400,5900,817,,SLOOP,20.33,228,25.1,1.96,1.16,2.91,0.13490,7.56,2.8,4.42,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 376,HUNTER DESIGN,1968,37.3,32.0,12.6,6.5,15000,4950,684,,SLOOP,18.06,204,23.6,1.98,1.11,2.96,0.14068,7.58,2.7,4.32,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 40.5,HUNTER DESIGN,1975,40.1,35.3,13.4,4.9,20000,7000,874,,SLOOP,19.05,203,26.5,1.91,1.13,2.99,0.12345,7.96,3.0,4.65,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 410,HUNTER DESIGN,1961,40.5,38.0,13.5,4.9,20000,7100,875,FIN KEEL,SLOOP,19.07,163,24.9,1.92,1.13,3.00,0.13338,8.26,2.9,4.48,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 42,HUNTER DESIGN,1960,42.5,38.0,14.0,4.9,24000,7600,1004,FIN KEEL,SLOOP,19.38,195,28.1,1.88,1.13,3.04,0.11476,8.26,3.2,4.85,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 430,HUNTER DESIGN,1989,42.5,38.0,14.0,4.9,23800,7600,970,,SLOOP,18.83,194,27.8,1.88,1.12,3.04,0.11476,8.26,3.2,4.85,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 45,HUNTER DESIGN,1977,45.0,35.6,13.3,8.3,21200,0,1000,,,20.97,210,27.2,1.86,1.16,3.38,0.10746,8.00,3.2,4.98,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 450,HUNTER DESIGN,1972,44.3,38.7,14.0,5.5,26000,9500,908,FIN KEEL,SLOOP,16.62,200,29.6,1.83,1.07,3.16,0.10165,8.34,3.4,5.16,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER 460,HUNTER DESIGN,1971,44.3,38.7,14.0,5.5,27000,9500,918,FIN,SLOOP,16.39,208,30.8,1.81,1.06,3.16,0.09593,8.34,3.5,5.31,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER PASSAGE 420,HUNTER DESIGN,1977,43.4,37.9,13.9,6.4,19500,6700,801,FIN,FRACTIONAL SLOOP,17.76,160,22.9,2.00,1.10,3.12,0.15973,8.25,2.7,4.11,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER PASSAGE 450,HUNTER MARINE CORPOR,1980,44.2,38.7,14.0,5.5,26000,9500,908,,,16.62,200,29.6,1.83,1.07,3.16,0.10165,8.34,3.4,5.16,,,,,,,,,,,,,,,,,,,,,,,,
HUTTING 45,HUTTING,1991,45.0,36.4,13.3,6.3,29480,11660,1173,FIN,CUTTER,19.75,273,37.2,1.67,1.13,3.38,0.06238,8.08,4.2,6.54,,,,,,,,,,,,,,,,,,,,,,,,
